Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-vital-records-fhir-messaging.json	36353	-	0	0	0	0	0	0	3	66	0	0	0	0	0	0	0	0	0	0	142	290	0	0	0	23	0	2
fsh-generated/resources/Bundle-AcknowledgementMessage-Example1.json	1985	3	0	0	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0	0	15	18	1	0	0	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodedContentBundle-Example1.json	26603	18	0	0	0	0	14	0	1	1418	0	0	0	0	0	0	0	1	0	0	99	71	0	0	0	0	0	2
fsh-generated/resources/Bundle-CauseOfDeathCodingMessage-Example1.json	34702	19	0	0	0	0	8	0	1	8	0	0	0	0	0	0	0	0	0	0	56	70	0	0	1	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodingUpdateMessage1.json	34731	18	0	0	0	0	9	0	1	5	0	0	0	0	0	0	0	0	0	0	53	71	0	0	0	0	0	1
fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json	54244	32	1	0	0	0	27	0	1	88	0	0	0	0	0	0	0	0	0	0	164	146	0	0	0	0	0	1
fsh-generated/resources/Bundle-DeathCertificateDocument-Example2.json	67143	40	0	0	0	0	15	0	2	73	0	0	0	0	0	0	0	0	0	0	232	165	0	0	0	0	0	5
fsh-generated/resources/Bundle-DeathRecordAliasMessage-Example1.json	2511	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0
fsh-generated/resources/Bundle-DeathRecordSubmissionMessage-Example1.json	68039	33	0	0	0	0	23	0	1	4	0	0	0	0	0	0	0	1	0	0	84	154	0	0	0	0	0	1
fsh-generated/resources/Bundle-DeathRecordVoidMessage-Example1.json	1942	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	1
fsh-generated/resources/Bundle-DemographicCodedContentBundle-Example1.json	12509	8	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	42	13	0	0	0	0	0	3
fsh-generated/resources/Bundle-DemographicsCodingMessage-Example1.json	17288	9	0	0	0	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	28	20	0	0	0	0	0	0
fsh-generated/resources/Bundle-DemographicsCodingUpdateMessage1.json	17317	9	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	30	27	0	0	0	0	0	1
fsh-generated/resources/Bundle-ExtractionErrorMessage-Example1.json	2678	2	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-MortalityRosterBundle-Example1.json	8572	6	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	29	20	0	0	0	0	0	0
fsh-generated/resources/Bundle-StatusMessage-Example1.json	2048	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0
fsh-generated/resources/Bundle-UpdateMessage-Example1.json	68015	33	0	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	89	145	0	0	0	0	0	2
fsh-generated/resources/CodeSystem-VRM-MessageHeaderURI-cs.json	2638	2	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	23	26216	0	0	0	5	0	0
fsh-generated/resources/CodeSystem-VRM-Status-cs.json	1544	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	152	0	0	0	3	0	0
fsh-generated/resources/Composition-DeathCertificate-Example1.json	5398	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21	188	0	0	0	0	0	0
fsh-generated/resources/Composition-DeathCertificate-Example2.json	6357	5	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	23	238	0	0	0	0	0	0
fsh-generated/resources/Location-DeathLocation-Example1.json	596	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	26	0	0	0	0	0	0
fsh-generated/resources/Location-DeathLocation-Example2.json	715	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	0	0	1	0	0	0
fsh-generated/resources/Location-DeathLocation-Example3.json	465	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0
fsh-generated/resources/Location-DispositionLocation-Example1.json	766	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0
fsh-generated/resources/Location-InjuryLocation-Example1.json	501	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	27	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-AcknowledgementHeader-Example1.json	619	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	48	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-AliasHeader-Example1.json	504	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	46	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-CauseOfDeathCodingHeader-Example1.json	640	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-CauseOfDeathCodingUpdateHeader-Example1.json	659	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	33	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-DemographicsCodingHeader-Example1.json	639	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	28	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-DemographicsCodingUpdateHeader-Example1.json	658	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-ExtractionErrorHeader-Example1.json	714	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	42	0	0	0	0	0	1
fsh-generated/resources/MessageHeader-StatusHeader-Example1.json	589	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	31	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-SubmissionHeader-Example1.json	524	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	28	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-UpdateHeader-Example1.json	523	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	29	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-VoidHeader-Example1.json	511	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	33	0	0	0	0	0	0
fsh-generated/resources/Observation-ActivityAtTimeOfDeath-Example1.json	641	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0
fsh-generated/resources/Observation-AutomatedUnderlyingCauseOfDeath-Example1.json	564	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0
fsh-generated/resources/Observation-AutopsyPerformedIndicator-Example1.json	1004	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	35	0	0	0	0	0	0
fsh-generated/resources/Observation-BirthRecordIdentifier-Example1.json	908	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	28	0	0	0	0	0	0
fsh-generated/resources/Observation-CauseOfDeathPart1-Example1.json	1005	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	46	0	0	0	0	0	0
fsh-generated/resources/Observation-CauseOfDeathPart1-Example2.json	993	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	40	0	0	0	0	0	0
fsh-generated/resources/Observation-CauseOfDeathPart2-Example1.json	562	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	99	0	0	0	0	0	0
fsh-generated/resources/Observation-CodedRaceAndEthnicity-Example1.json	2732	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	40	0	0	0	0	0	0
fsh-generated/resources/Observation-DeathDate-Example1.json	2099	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	63	0	0	0	0	0	0
fsh-generated/resources/Observation-DeathDate-Example2.json	2359	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	81	0	0	0	0	0	0
fsh-generated/resources/Observation-DeathDate-Example3.json	1618	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	78	0	0	0	0	0	0
fsh-generated/resources/Observation-DecedentAge-Example1.json	896	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	48	0	0	0	0	0	0
fsh-generated/resources/Observation-DecedentDispositionMethod-Example1.json	681	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	67	0	0	1	0	0	0
fsh-generated/resources/Observation-DecedentEducationLevel-Example1.json	642	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	47	0	0	0	0	0	0
fsh-generated/resources/Observation-DecedentMilitaryService-Example1.json	596	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	45	0	0	0	0	0	0
fsh-generated/resources/Observation-DecedentPregnancyStatus-Example1.json	1054	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	15	37	0	0	0	0	0	0
fsh-generated/resources/Observation-DecedentUsualWork-Example1.json	713	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	43	0	0	0	0	0	0
fsh-generated/resources/Observation-DecedentUsualWork-Example2.json	713	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	0
fsh-generated/resources/Observation-EmergingIssues-Example1.json	1426	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	41	0	0	0	0	0	0
fsh-generated/resources/Observation-EntityAxisCauseOfDeath-Example1.json	1027	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	47	0	0	0	0	0	0
fsh-generated/resources/Observation-EntityAxisCauseOfDeath-Example2.json	1027	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	39	0	0	0	0	0	0
fsh-generated/resources/Observation-EntityAxisCauseOfDeath-Example3.json	1263	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	43	0	0	0	0	0	0
fsh-generated/resources/Observation-EntityAxisCauseOfDeath-Example4.json	1266	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	46	0	0	0	0	0	0
fsh-generated/resources/Observation-ExaminerContacted-Example1.json	583	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	39	0	0	0	0	0	0
fsh-generated/resources/Observation-InjuryIncident-Example1.json	1565	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	54	0	0	0	0	0	0
fsh-generated/resources/Observation-InjuryIncident-Example2.json	1511	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	17	74	0	0	0	0	0	0
fsh-generated/resources/Observation-InputRaceAndEthnicity-Example1.json	6274	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	34	69	0	0	0	0	0	0
fsh-generated/resources/Observation-MannerOfDeath-Example1.json	657	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	48	0	0	0	0	0	0
fsh-generated/resources/Observation-ManualUnderlyingCauseOfDeath-Example1.json	558	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	32	0	0	0	0	0	0
fsh-generated/resources/Observation-PlaceOfInjury-Example1.json	543	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	25	0	0	0	0	0	0
fsh-generated/resources/Observation-RecordAxisCauseOfDeath-Example1.json	796	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0
fsh-generated/resources/Observation-RecordAxisCauseOfDeath-Example2.json	796	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0
fsh-generated/resources/Observation-SurgeryDate-Example1.json	424	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	26	0	0	0	0	1	0
fsh-generated/resources/Observation-TobaccoUseContributedToDeath-Example1.json	651	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	23	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-Outcome-Example1.json	377	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0
fsh-generated/resources/Organization-FuneralHome-Example1.json	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0
fsh-generated/resources/Parameters-AliasParameters-Example1.json	1051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	29	0	0	1	0	0	0
fsh-generated/resources/Parameters-CodingStatusValues-Example1.json	1340	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	42	0	0	0	0	0	0
fsh-generated/resources/Parameters-Parameters-Example1.json	527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	0	0
fsh-generated/resources/Parameters-StatusParameters-Example1.json	617	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	1
fsh-generated/resources/Parameters-VoidParameters-Example1.json	599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	0	0	0	0	0
fsh-generated/resources/Patient-Decedent-Example1.json	4017	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	29	0	0	0	0	0	0
fsh-generated/resources/Patient-Decedent-Example2.json	4832	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	27	0	0	0	0	0	0
fsh-generated/resources/Patient-Decedent-Example3.json	1945	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0
fsh-generated/resources/Practitioner-Certifier-Example1.json	796	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	26	0	0	0	0	0	0
fsh-generated/resources/Practitioner-Mortician-Example1.json	431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0
fsh-generated/resources/Procedure-DeathCertification-Example1.json	1105	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	39	0	0	0	0	0	0
fsh-generated/resources/Procedure-DeathCertification-Example2.json	1094	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-DecedentFather-Example1.json	642	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-DecedentMother-Example1.json	602	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	34	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-DecedentSpouse-Example1.json	648	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-VRM-AcknowledgementHeader.json	2506	3	0	0	0	0	0	76	1	67	0	0	0	0	0	0	0	0	0	0	195	4444	0	1	0	38	1	1
fsh-generated/resources/StructureDefinition-VRM-AcknowledgementMessage.json	3019	3	0	0	0	0	0	129	0	109	0	0	0	0	0	0	0	1	0	0	389	2393	0	0	0	34	0	7
fsh-generated/resources/StructureDefinition-VRM-AliasHeader.json	2091	2	0	0	0	0	0	101	0	55	0	0	0	0	0	0	0	0	0	0	191	696	0	0	0	18	0	1
fsh-generated/resources/StructureDefinition-VRM-AliasParameters.json	12946	10	0	0	0	0	0	94	0	118	0	0	0	0	0	0	0	1	0	0	441	1011	0	0	0	41	2	4
fsh-generated/resources/StructureDefinition-VRM-CauseOfDeathCodingHeader.json	2487	3	0	0	0	0	0	65	0	102	0	0	0	0	0	0	0	0	0	0	193	886	0	0	1	25	0	4
fsh-generated/resources/StructureDefinition-VRM-CauseOfDeathCodingMessage.json	3616	3	0	0	0	0	0	182	0	140	0	0	0	0	0	0	0	1	0	0	438	1698	1	0	0	45	1	19
fsh-generated/resources/StructureDefinition-VRM-CauseOfDeathCodingUpdateHeader.json	2533	3	0	0	0	0	0	77	0	52	0	0	0	0	0	0	0	1	0	0	194	972	0	0	0	21	0	11
fsh-generated/resources/StructureDefinition-VRM-CauseOfDeathCodingUpdateMessage.json	3700	3	0	0	0	0	0	158	0	152	0	0	0	0	0	0	0	0	0	0	432	2291	0	0	0	44	0	10
fsh-generated/resources/StructureDefinition-VRM-DeathRecordAliasMessage.json	2953	3	0	0	0	0	0	126	0	110	0	0	0	0	0	0	0	1	0	0	338	1743	0	0	0	31	1	3
fsh-generated/resources/StructureDefinition-VRM-DeathRecordSubmissionMessage.json	3691	4	0	0	0	0	0	165	0	148	0	0	0	0	0	0	0	1	0	0	441	2757	0	0	0	44	0	13
fsh-generated/resources/StructureDefinition-VRM-DeathRecordUpdateMessage.json	3656	3	0	0	0	0	0	157	0	136	0	0	1	0	0	0	0	1	0	0	420	2297	0	0	0	40	0	17
fsh-generated/resources/StructureDefinition-VRM-DeathRecordVoidMessage.json	2961	3	0	0	0	0	0	139	0	109	0	0	0	0	0	0	0	1	0	0	326	1471	0	1	0	32	1	20
fsh-generated/resources/StructureDefinition-VRM-DemographicsCodingHeader.json	2483	3	0	0	0	0	0	62	0	61	0	0	0	0	0	0	0	0	0	0	181	633	0	0	0	20	0	9
fsh-generated/resources/StructureDefinition-VRM-DemographicsCodingMessage.json	3605	4	0	0	0	0	0	148	0	144	0	0	0	0	0	0	0	1	0	0	442	2052	0	0	0	36	1	6
fsh-generated/resources/StructureDefinition-VRM-DemographicsCodingUpdateHeader.json	2522	2	0	0	0	0	0	56	0	60	0	0	0	0	0	0	0	0	0	0	183	1025	0	0	0	20	0	2
fsh-generated/resources/StructureDefinition-VRM-DemographicsCodingUpdateMessage.json	3657	4	0	0	0	0	0	156	0	142	0	0	0	0	0	0	0	1	0	0	417	2224	0	0	0	45	0	17
fsh-generated/resources/StructureDefinition-VRM-ExtractionErrorHeader.json	2875	3	0	0	0	0	0	59	0	59	0	0	0	0	0	0	0	0	0	0	185	905	0	0	0	37	1	4
fsh-generated/resources/StructureDefinition-VRM-ExtractionErrorMessage.json	3728	3	0	0	0	0	0	151	0	133	0	0	0	0	0	0	0	1	0	0	406	1770	0	0	0	42	0	5
fsh-generated/resources/StructureDefinition-VRM-MessageParameters.json	5932	6	0	0	0	0	0	46	0	48	0	0	0	0	0	0	0	1	0	0	201	977	0	0	0	20	1	3
fsh-generated/resources/StructureDefinition-VRM-Outcome.json	880	1	1	0	0	0	0	23	0	24	0	0	0	0	0	0	0	0	0	0	84	417	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-VRM-StatusHeader.json	2465	3	0	0	0	0	0	74	0	53	0	0	0	0	0	0	0	0	0	0	165	707	0	0	1	23	0	1
fsh-generated/resources/StructureDefinition-VRM-StatusMessage.json	2939	3	0	0	0	0	0	140	0	117	0	0	0	0	0	0	0	1	0	0	318	1839	0	0	0	31	0	2
fsh-generated/resources/StructureDefinition-VRM-StatusParameters.json	6936	6	0	0	0	0	0	54	0	62	0	0	0	0	0	0	0	0	0	0	235	854	0	0	0	21	0	4
fsh-generated/resources/StructureDefinition-VRM-SubmissionHeader.json	2091	3	0	0	0	0	0	54	0	55	0	0	1	0	0	0	0	1	0	0	159	828	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-VRM-UpdateHeader.json	2089	2	0	0	0	0	0	55	0	56	0	0	0	0	0	0	0	0	0	0	155	942	0	0	0	15	1	7
fsh-generated/resources/StructureDefinition-VRM-VoidHeader.json	2095	2	0	0	0	0	0	53	0	50	0	0	0	0	0	0	0	0	0	0	169	941	0	0	0	16	0	16
fsh-generated/resources/StructureDefinition-VRM-VoidParameters.json	7003	7	0	0	0	0	0	61	0	64	0	0	0	0	0	0	0	0	0	0	240	776	0	0	0	21	0	8
fsh-generated/resources/ValueSet-VRM-Status-vs.json	447	1	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	7	7621	0	0	0	1	0	0
